include,name,suggested_category,longitude,latitude,address,website,source,source_id,reason
,Ira's Golden Nugget,,-73.9154177,40.7636121,30-14 Steinway Street,,OpenStreetMap,node/5395610881,Requires manual review
,IRepair Xpert,,-74.1656162,40.5821095,,,OpenStreetMap,way/904169931,Requires manual review
,Irish Arts Center,,-73.9937765,40.7666672,,,OpenStreetMap,node/368045862,OpenStreetMap arts-centre tag
,"Irish Repertory Theatre Company, Inc.",,-73.99437,40.74268,"132 West 22nd Street, New York, 10011",,NYC DCLA,dcla-row-1196,Requires manual review
,IRL Gallery,,-74.0013332,40.7182733,86 Walker Street,https://www.irl-nyc.com/,OpenStreetMap,node/12559432405,OpenStreetMap arts-centre tag
,Iron Works Pilatasig,,-74.0044007,40.6857304,71 Sackett Street,http://ironworkspilatasig.com,OpenStreetMap,way/248152689,Requires manual review
,"Irondale Productions, Inc.",,-73.97357,40.686942,"85 S. Oxford St., New York, 11217",,NYC DCLA,dcla-row-1197,Requires manual review
,"IRT Theater, Inc.",,-74.008129,40.73273,"154 Christopher Street, New York, 10014",,NYC DCLA,dcla-row-1198,Requires manual review
,Isadora Duncan Dance Foundation,,-73.992674,40.745343,"141 West 26th Street, 3rd Floor, New York, 10001",,NYC DCLA,dcla-row-1199,Requires manual review
,Isamu Noguchi Foundation and Garden Museum,,-73.937405,40.767243,"32-37 Vernon Boulevard, Long Island City, 11106",,NYC DCLA,dcla-row-1200,Design-related name in DCLA Museum discipline
,Island Entertainment,,-74.1007598,40.5913345,,,OpenStreetMap,node/12964696507,Requires manual review
,island nyc,,-73.9954421,40.7167915,83 Bowery,https://island83.gallery/,OpenStreetMap,node/12228581278,Requires manual review
,"Issue Project Room, Inc.",,-73.989384,40.690903,"22 Boerum Place, Brooklyn, 11201",,NYC DCLA,dcla-row-1203,Requires manual review
,Italian American Museum,,-73.997523,40.719105,151 Mulberry Street,https://italianamericanmuseum.org/,OpenStreetMap,node/4332192139,Design-related museum or gallery
,Italian American Museum,,-73.997457,40.719021,"151 Mulberry Street, New York, 10013",,NYC DCLA,dcla-row-1204,Design-related name in DCLA Museum discipline
,Italo,,-74.1132189,40.6295576,,,OpenStreetMap,node/11667208436,Requires manual review
,J & A Iron Work,,-74.0025116,40.6569746,,,OpenStreetMap,node/8303908032,Requires manual review
,J & L Stainless & Iron Work,,-73.9986941,40.6482679,725 39th Street,,OpenStreetMap,node/9750252961,Requires manual review
,J & M Construction and HVAC,,-73.8988052,40.7016683,60-01 70th Avenue,https://www.jmconstructionac.com,OpenStreetMap,node/11882900964,Requires manual review
,J & T Upholstery,,-73.9101652,40.7055814,560 Onderdonk Avenue,,OpenStreetMap,node/5759360698,Requires manual review
,"J CHEN PROJECT, Inc",,-73.990871,40.760858,"661 9th Ave, Apt D, New York, 10036",,NYC DCLA,dcla-row-1229,Requires manual review
,J R Cellphone Repairs,,-73.9124991,40.7001246,264 Wyckoff Avenue,,OpenStreetMap,node/5567736812,Requires manual review
,J&A Fabrics,,-74.028264,40.6188891,,https://jafabrics.com/,OpenStreetMap,node/10874803319,Requires manual review
,J&D Iron Works,,-74.0073069,40.6800762,55 Commerce Street,,OpenStreetMap,node/2827518418,Requires manual review
,"J'Ouvert City International, Inc.",,-73.972702,40.684186,"13 Atlantic Commons, Brooklyn, 11217",,NYC DCLA,dcla-row-1206,Requires manual review
,J-Collabo,,-73.9863455,40.6706406,300-302 7th Street,https://www.j-collabo.org,OpenStreetMap,way/629237094,Design-related community or association
,Jack,,-73.9610769,40.6826381,,https://www.jackny.org,OpenStreetMap,node/9962140858,OpenStreetMap arts-centre tag
,"Jack Arts, Inc.",,-73.961125,40.682745,"20 Putnam Avenue, Brooklyn, 11238",,NYC DCLA,dcla-row-1207,Requires manual review
,JACK Music Inc,,-73.939899,40.84689,"350 Fort Washington Ave, New York, 10033",,NYC DCLA,dcla-row-1210,Requires manual review
,Jack Shainman Gallery,,-74.0062412,40.7462478,513 West 20th Street,https://jackshainman.com,OpenStreetMap,node/10873196745,Requires manual review
,Jack Shainman Gallery,,-74.0029281,40.7161164,46 Lafayette,https://jackshainman.com/,OpenStreetMap,node/13414765843,Requires manual review
,Jackie Robinson Museum,,-74.0068809,40.7231769,75 Varick Street,https://www.jackierobinsonmuseum.org,OpenStreetMap,node/9960173554,Design-related museum or gallery
,Jackie Robinson Park Conservancy,,-73.942229,40.824198,"85-89 Bradhurst Avenue, New York, 10039",,NYC DCLA,dcla-row-1209,Requires manual review
,"Jackson Heights Art Club, Inc.",,-73.885213,40.754645,"33-50 82nd Street, Jackson Heights, NY 11372, 11372",,NYC DCLA,dcla-row-1211,Design-related name in DCLA Visual Arts discipline
,Jackson Heights Branch Queens Library,,-73.885056,40.7501935,35-51 81st Street,https://www.queenslibrary.org/about-us/locations/jackson-heights,OpenStreetMap,way/250586259,Requires manual review
,"Jacques Marchais Center of Tibetan Arts, Inc.",,-74.138645,40.576285,"338 Lighthouse Avenue, Staten Island, 10306",,NYC DCLA,dcla-row-1213,Design-related name in DCLA Museum discipline
,Jacques Marchais Museum of Tibetan Art,,-74.1381567,40.5763101,338 Lighthouse Avenue,https://www.tibetanmuseum.org/,OpenStreetMap,way/246244299,Design-related museum or gallery
,Jamaica Bay Branch Brooklyn Public Library,,-73.8893001,40.6344911,9727 Seaview Avenue,,OpenStreetMap,way/249961526,Requires manual review
,Jamaica Center for Arts & Learning,,-73.7981728,40.7039215,161-04 Jamaica Avenue,https://www.jcal.org,OpenStreetMap,node/368045830,OpenStreetMap arts-centre tag
,"Jamaica Center for Arts & Learning, Inc.",,-73.798437,40.704025,"161-04 Jamaica Avenue, Jamaica, 11432",,NYC DCLA,dcla-row-1214,Requires manual review
,Jamel Gaines Creative Outlet Inc,,-73.973221,40.685073,"138 South Oxford Street, Brooklyn, 11217",,NYC DCLA,dcla-row-1215,Requires manual review
,"JAMES BALDWIN OUTDOOR LEARNING CENTER, INC.",,-73.910207,40.892614,"600 West 246th St., Bronx, 10471",,NYC DCLA,dcla-row-1216,Requires manual review
,James Beard Foundation,,-73.994667,40.737333,"34 West 15th Street, New York, 10011",,NYC DCLA,dcla-row-1217,Requires manual review
,James Fuentes LLC,,-73.9911739,40.7191881,55 Delancey Street,https://jamesfuentes.com/,OpenStreetMap,node/6256784609,Requires manual review
,James Lewis Electrical,,-73.9266848,40.6626419,995 Rutland Road;Rutland Rd,https://www.jameslewiselectrical.com/,OpenStreetMap,node/2566737246,Requires manual review
,Janet Borden,,-73.9909792,40.7033514,91 Water Street,https://janetbordeninc.com/,OpenStreetMap,node/419361418,Requires manual review
,"Japan Society, Inc.",,-73.968404,40.75236,"333 E 47th St, New York, 10017",,NYC DCLA,dcla-row-1220,Requires manual review
,"Japanese Folk Dance Institute of New York, Inc.",,-73.979161,40.713732,"568 Grand St. Apt. J1206, New York, 10002",,NYC DCLA,dcla-row-1218,Requires manual review
,Jay & Jay Sheet Metal Co.,,-74.150949,40.63687,,,OpenStreetMap,node/13188809580,Requires manual review
,"Jazz at Lincoln Center, Inc.",,-73.981968,40.766835,"3 Columbus Circle, New York, 10019",,NYC DCLA,dcla-row-1221,Requires manual review
,"Jazz Bytes, Inc.",,-73.949765,40.78745,"1539 Lexington Avenue, Apt. 5E, New York, 10029",,NYC DCLA,dcla-row-1222,Requires manual review
,Jazz Drama Program,,-73.917383,40.868979,"5030 Broadway, New York, 10034",,NYC DCLA,dcla-row-1223,Requires manual review
,"Jazz Foundation of America, Inc.",,-73.990594,40.753475,"247 West 37th Street, Suite 201, New York, 10018",,NYC DCLA,dcla-row-1224,Requires manual review
,Jazz Gallery,,-73.988513,40.744489,"1158 Broadway, New York, 10001",,NYC DCLA,dcla-row-1225,Requires manual review
,"Jazz Passengers Music Projects, Inc",,-73.963494,40.636353,"559 Marlborough Rd, Brooklyn, 11226",,NYC DCLA,dcla-row-1227,Requires manual review
,"Jazzmobile, Inc.",,-73.947524,40.808644,"163 W 125th St, New York, 10027",,NYC DCLA,dcla-row-1226,Requires manual review
,JazzReach Performing Arts and Education Association,,-73.990702,40.702659,"42 Main St, Brooklyn, 11201",,NYC DCLA,dcla-row-1228,Requires manual review
,Jefferson Market Library,,-73.9991474,40.7345783,425 Avenue Of The Americas,https://www.nypl.org/locations/jefferson-market,OpenStreetMap,way/249664014,Requires manual review
,Jeffrey Deitch,,-74.002655,40.7219434,76 Grand Street,https://www.deitch.com/new-york/exhibitions,OpenStreetMap,node/11066047179,Requires manual review
,Jem Woodwork,,-73.9543979,40.6932743,407 Willoughby Avenue,,OpenStreetMap,node/6876268362,Requires manual review
,Jerome Park Library,,-73.9012146,40.8690366,118 Eames Place,https://www.nypl.org/locations/jerome-park,OpenStreetMap,way/276327215,Requires manual review
,Jewish Children's Learning Lab,,-74.006456,40.746215,"515 West 20th Street, New York, 10011",,NYC DCLA,dcla-row-1230,Requires manual review
,Jewish Children's Museum,,-73.941736,40.669369,"792 Eastern Pkwy, Brooklyn, 11213",,NYC DCLA,dcla-row-1231,Design-related name in DCLA Museum discipline
,Jewish Childrens Museum,,-73.9419611,40.6688925,792 Eastern Parkway,https://www.jcm.museum/,OpenStreetMap,way/250220500,Design-related museum or gallery
,"Jewish Community Center in Manhattan, Inc.",,-73.979891,40.781014,"334 Amsterdam Avenue, New York, 10023",,NYC DCLA,dcla-row-1232,Requires manual review
,Jewish Community Center of Staten Island,,-74.0887846,40.630704,,,OpenStreetMap,node/13190912787,Requires manual review
,"Jewish Community Center of Staten Island, Inc.",,-74.125393,40.594916,"1466 Manor Road, Staten Island, 10314",,NYC DCLA,dcla-row-1233,Requires manual review
,Jewish Community Council of Greater Coney Island,,-74.002509,40.573177,"3001 West 37th Street, New York, 11224",,NYC DCLA,dcla-row-1234,Requires manual review
,"Jewish Community Council of Pelham Parkway, Inc.",,-73.86574,40.855218,"2157 Holland Avenue, Bronx, 10462",,NYC DCLA,dcla-row-1235,Requires manual review
,Jewish Community Council of the RockawayPeninsula,,-73.751391,40.605645,"1525 Central Avenue, Far Rockaway, 11691",,NYC DCLA,dcla-row-1236,Requires manual review
,Jewish Museum,,-73.957263,40.785298,"1109 Fifth Avenue, New York, 10128",,NYC DCLA,dcla-row-1238,Design-related name in DCLA Museum discipline
,Jewish Plays Project,,-73.959281,40.661834,"53 Lefferts Ave, Brooklyn, 11225",,NYC DCLA,dcla-row-1239,Requires manual review
,Jewish Theological Seminary,,-73.9602623,40.8119076,,,OpenStreetMap,way/137339450,Requires manual review
,Jin's Cleaners,,-73.958905,40.6690737,999 President Street,,OpenStreetMap,node/9429324278,Requires manual review
,"Jiva Performing Arts, Inc.",,-73.94609,40.74564,"22-44 Jackson Avenue, Long Island City, 11101",,NYC DCLA,dcla-row-1241,Requires manual review
,JJ Murphy Gallery,,-73.9903883,40.7219332,53 Stanton Street,https://jjmurphygallery.com/,OpenStreetMap,node/12022102856,Requires manual review
,JK Cleaners,,-73.9960197,40.7228775,,,OpenStreetMap,node/2547243340,Requires manual review
,Jo-Vin,,-73.8505814,40.6943284,94-23 Jamaica Avenue,https://www.jo-vin.com/,OpenStreetMap,node/5406251862,Requires manual review
,"Joan Miller and the Chamber Arts Dance Players, Inc.",,-73.941359,40.852295,"1380 Riverside Drive, #10B, New York, 10033",,NYC DCLA,dcla-row-1242,Requires manual review
,Joanne Trattoria,,-73.9802971,40.7745302,70 West 68th Street,https://joannenyc.com/,OpenStreetMap,node/5939542595,Requires manual review
,"Jody Sperling Time Lapse Dance, Inc.",,-73.971196,40.798027,"825 West End Avenue #13G, New York, 10025",,NYC DCLA,dcla-row-1243,Requires manual review
,Joe's Italian Restaurant,,-73.9032378,40.7074864,6611 Forest Avenue,https://joesrestaurantny.com/,OpenStreetMap,node/5418888909,Requires manual review
,Joel Customs Auto Upholstery,,-73.8337874,40.6926584,,,OpenStreetMap,node/11905152247,Requires manual review
,John Bowne House,,-73.8248834,40.7628819,37-01 Bowne Street,https://www.bownehouse.org,OpenStreetMap,way/284556746,Requires manual review
,John Hlad Plumbling & Heating,,-74.0002676,40.660645,154 26th Street,https://johnhladplumbingandheating.godaddysites.com,OpenStreetMap,way/249606302,Requires manual review
,John Jay College Foundation,,-73.990657,40.770009,"555 W 57th Street, New York, 10019",,NYC DCLA,dcla-row-1244,Requires manual review
,John Jay College of Criminal Justice,,-73.9892568,40.7707051,,https://www.jjay.cuny.edu/,OpenStreetMap,way/330742285,Requires manual review
,John's Bros Liquor Store,,-73.9633766,40.6491947,1718 Church Avenue,,OpenStreetMap,node/10294003836,Requires manual review
,Johnathan Metal & Glass,,-73.7799944,40.704628,178-16 104th Avenue,https://www.jmg-nyc.com,OpenStreetMap,node/11872240294,Requires manual review
,"Jon Lehrer Dance, Inc.",,-73.914155,40.759172,"44-14 Newtown Road, Astoria, 11103",,NYC DCLA,dcla-row-1246,Requires manual review
,"Jonah Bokaer Arts Foundation, Inc.",,-73.93542,40.70675,"304 Boerum Street, Brooklyn, 11206",,NYC DCLA,dcla-row-1245,Requires manual review
,Jonathan Services,,-73.9809323,40.7471936,7 Park Avenue,,OpenStreetMap,node/9807086555,Requires manual review
,"Jose Limon Dance Foundation, Inc.",,-73.943644,40.829329,"466 West 152nd Street, 2nd Fl, New York City, 10031",,NYC DCLA,dcla-row-1247,Requires manual review
,Joseph Gheraldi Playwright's Theatre,,-74.087239,40.594306,"252 Reid Avenue, New York, 10305",,NYC DCLA,dcla-row-1248,Requires manual review
,Joseph Hall & Son Monuments,,-74.2139074,40.5239241,,,OpenStreetMap,node/7799768765,Requires manual review
,Joseph O'Grady,,-73.8371166,40.5793145,181 Beach 116th Street,,OpenStreetMap,node/7194158066,Requires manual review
,"Josephine Herrick Project, Inc.",,-74.005136,40.708769,"64 Fulton St, New York, 10038",,NYC DCLA,dcla-row-1249,Requires manual review
,"Joyce Theater Foundation, Inc.",,-74.000346,40.742757,"175 Eighth Avenue, New York, 10011",,NYC DCLA,dcla-row-1250,Requires manual review
,"Jozef Pilsudski Institute of America for Research in Modern History of Poland, Inc.",,-73.95535,40.730084,"138 Greenpoint Ave, New York, 11222",,NYC DCLA,dcla-row-1251,Requires manual review
,JPS Marble Granite,,-74.1223725,40.6384442,,,OpenStreetMap,node/12990558334,Requires manual review
,JR&S Ironworks Corp.,,-73.78832,40.7036229,,,OpenStreetMap,node/11948498570,Requires manual review
,JS Noble Cleaners,,-73.9950574,40.684471,,,OpenStreetMap,node/8492099516,Requires manual review
,JSK Cleaners,,-73.9555633,40.6813861,507 Franklin Avenue,,OpenStreetMap,node/2550149676,Requires manual review
,Judah International Christian Center,,-73.9528329,40.6727999,141 Rogers Avenue,,OpenStreetMap,node/2494088573,Requires manual review
,Judd Foundation,,-73.9994085,40.7235189,101 Spring Street,,OpenStreetMap,node/8149922758,Requires manual review
,Judd Foundation,,-73.999405,40.72333,"101 Spring Street, New York, 10012",,NYC DCLA,dcla-row-1252,DCLA Architecture/Design discipline
,Judson Memorial Church Inc,,-73.998409,40.729923,"239 Thompson St, New York, 10012",,NYC DCLA,dcla-row-1253,Requires manual review
,Julia Custom Tailor and Alterations,,-73.953881,40.7777689,212 East 85th Street,,OpenStreetMap,node/7097515428,Requires manual review
,Julia de Burgos Latino Cultural Center,,-73.946197,40.792342,"1689 Lexington Avenue, New York, 10029",,NYC DCLA,dcla-row-1255,Requires manual review
,Julio De Burgos Latino Cultural Center,,-73.9466667,40.7919444,,,OpenStreetMap,node/368045872,OpenStreetMap arts-centre tag
,July's Photo & Video,,-74.0785549,40.6381952,,,OpenStreetMap,node/13049118609,Requires manual review
,June 4th Memorial Exhibit,,-73.9886674,40.748289,894 6th Avenue,https://jinian64.org/,OpenStreetMap,node/11113367836,Requires manual review
,"Juneteenth Festival, Inc.",,-73.98445,40.711249,"605 Water Street, Apt. 21B, New York, 10002",,NYC DCLA,dcla-row-1256,Requires manual review
,"Jupiter Symphony of New York, Inc.",,-73.982659,40.775704,"155 West 68th Street, New York, 10023",,NYC DCLA,dcla-row-1257,Requires manual review
,"Jurukan, Inc.",,-73.834609,40.712636,"118-17 Union Tpke, Forest Hills, 11375",,NYC DCLA,dcla-row-1258,Requires manual review
,JYP Technical Inc.,,-74.0001828,40.6296888,1222 60th Street,https://www.jyptech.com/,OpenStreetMap,node/2943813392,OpenStreetMap craft/workshop tag
,K&G Electric,,-73.9150235,40.8008162,747 East 132nd Street,https://www.kgelectric.co,OpenStreetMap,node/12243872579,Requires manual review
,K. Feist Sons,,-74.1152502,40.5783799,,,OpenStreetMap,node/12986703258,Requires manual review
,"K.S. J.A.M.M. Dance Troupe, Inc.",,-73.95076,40.686378,"347 Nostrand Avenue, Brooklyn, 11216",,NYC DCLA,dcla-row-1259,Requires manual review
,Kabir's Bakery,,-73.9956624,40.6772252,19 5th Street,,OpenStreetMap,node/2549988766,Requires manual review
,Kaiser's Room Inc,,-73.993226,40.743097,"101 w.23rd street, New York, 10011",,NYC DCLA,dcla-row-1260,Requires manual review
,Kalavant Center for Music and Dance,,-73.985063,40.729812,"326 East 11th Street, Ste. 2, New York, 10003",,NYC DCLA,dcla-row-1261,Requires manual review
,"Kan Cobra Tiger Alliance, Inc.",,-73.946817,40.679602,"20 New York Avenue Suite 100, Brookyn, 11206",,NYC DCLA,dcla-row-1262,Requires manual review
,Karma,,-73.9909058,40.7253876,22 East 2nd Street,https://karmakarma.org/,OpenStreetMap,node/12022143321,Requires manual review
,Karma Gallery,,-73.9841422,40.7224202,188 East 2nd Street,https://karmakarma.org,OpenStreetMap,node/6478419609,Requires manual review
,Kashmir 9,,-73.9948837,40.7549873,478 9th Avenue,,OpenStreetMap,node/2351558462,Requires manual review
,Kasmin Gallery,,-74.0029311,40.750597,509 West 27th Street,https://www.kasmingallery.com,OpenStreetMap,node/10860703829,Requires manual review
,Kasmin Gallery,,-74.0024698,40.750406,297 10th Avenue,https://www.kasmingallery.com,OpenStreetMap,node/10860703833,Requires manual review
,"Kathak Ensemble & Friends Caravan, Inc.",,-73.985602,40.723793,"141 East 3rd Street, Apt. 12-H, New York, 10009",,NYC DCLA,dcla-row-1263,Requires manual review
,Kathryn Markel Fine Arts,,-74.0068303,40.7465678,529 West 20th Street,https://www.markelfinearts.com,OpenStreetMap,node/10873196748,Design-related museum or gallery
,Kathryn Posin Dance Foundation,,-73.993762,40.726472,"20 Bond Street, New York, 10012",,NYC DCLA,dcla-row-1264,Requires manual review
,Katlan Boutique,,-73.9928466,40.6829997,,,OpenStreetMap,node/5987486726,Requires manual review
,Katz Library,,-73.8988968,40.8929431,,,OpenStreetMap,node/9533652777,Requires manual review
,Kaufman Arts District Foundation,,-73.923921,40.757447,"c/o Kaufman Astoria Studios, Astoria, 11106",,NYC DCLA,dcla-row-1265,Requires manual review
,Kaufman Music Center,,-73.9829864,40.7752527,129 West 67th Street,https://www.kaufmanmusiccenter.org/,OpenStreetMap,way/241826159,OpenStreetMap arts-centre tag
,KDNY Incorporated,,-73.947768,40.810455,"213 West 127th Street, New York, 10027",,NYC DCLA,dcla-row-1266,Requires manual review
,Keep Empowering Youth Achievement,,-73.765039,40.692025,"187 19 Linden blvd, Saint Albans, 11434",,NYC DCLA,dcla-row-1268,Requires manual review
,"Keep Rising to the Top, Inc.",,-73.948885,40.790008,"119 East 102 Street, Apt. 5B, New York, 10029",,NYC DCLA,dcla-row-1269,Requires manual review
,Keepsake,,-73.9540482,40.6849455,1127 Bedford Avenue,,OpenStreetMap,node/2565302935,Requires manual review
,Keg & Lantern Brewery,,-74.0157843,40.6757372,158 Beard Street,https://www.kegandlanternbrooklyn.com/redhook,OpenStreetMap,way/248167942,Requires manual review
,Kehila Kedosha Janina Synagogue and Museum,,-73.991328,40.718466,"280 Broome Street, New York, 10002",,NYC DCLA,dcla-row-1270,Design-related name in DCLA Museum discipline
,"Keigwin and Company, Inc.",,-73.974854,40.753102,"450 Lexington Avenue, #2361, New York, 10163",,NYC DCLA,dcla-row-1271,Requires manual review
,Kendi Iron Works,,-73.9392997,40.7068642,,https://www.kendimfg.com,OpenStreetMap,node/12960288288,Requires manual review
,"Kenkeleba House, New York",,-73.982889,40.721794,"214 East Second Street, New York, 10009",,NYC DCLA,dcla-row-1272,Requires manual review
,Kentler International Drawing Space,,-74.0130914,40.6770075,,https://kentlergallery.org,OpenStreetMap,node/10876530574,Design-related museum or gallery
,"Kentler International Drawing Space, Inc.",,-74.013177,40.677105,"353 Van Brunt St, Brooklyn, 11231",,NYC DCLA,dcla-row-1273,Design-related name in DCLA Visual Arts discipline
,"Kerri Edge Children's Dance Ensemble, Inc.",,-73.752087,40.679923,"217-12 Merrick Boulevard, Laurelton, 11413",,NYC DCLA,dcla-row-1274,Requires manual review
,Ketchup Gallery,,-73.9191589,40.7062014,89 Saint Nicholas Avenue,,OpenStreetMap,node/2568824900,Requires manual review
,Kettle Corn New Music INC,,-73.989872,40.733916,"145 4th Avenue, New York, 10003",,NYC DCLA,dcla-row-1275,Requires manual review
,Keuka Kafe,,-73.8367605,40.717869,Queens Boulevard,,OpenStreetMap,node/11620034271,Requires manual review
,KeyMe,,-73.9810201,40.6895243,,https://www.key.me/kiosks/new-york/brooklyn/fort-greene/fort-greene-locksmith,OpenStreetMap,node/5538367716,Requires manual review
,KeyMe,,-73.9944031,40.6812456,,https://www.key.me/kiosks/new-york/brooklyn/carroll-gardens/copy-keys-carroll-gardens-ny,OpenStreetMap,node/5970930719,Requires manual review
,KeyMe,,-74.0044615,40.6593329,,https://www.key.me/kiosks/new-york/brooklyn/3rd-avenue/copy-keys-3rd-avenue-ny,OpenStreetMap,node/8343358091,Requires manual review
,"Keys to the Future Festival, Inc.",,-73.997196,40.742299,"200 West 20th Street, Ste. 502, New York, 10011",,NYC DCLA,dcla-row-1276,Requires manual review
,KF Kitchen Cabinets,,-73.9854076,40.6779288,259 3rd Avenue,http://kfkitchencabinets.com,OpenStreetMap,way/241860769,OpenStreetMap craft/workshop tag
,Ki Smith Gallery,,-73.9912165,40.7212881,170 Forsyth Street,https://www.kismithgallery.com,OpenStreetMap,node/12852178435,Requires manual review
,KillsBoro Brewing Co.,,-74.0774219,40.6364011,,,OpenStreetMap,node/13040315380,Requires manual review
,Kim's Shoe Repair,,-73.9525498,40.7272642,115 Meserole Avenue,,OpenStreetMap,node/5065184721,Requires manual review
,Kimberly Klark,,-73.9037854,40.7036328,788 Woodward Avenue,https://kimberly-klark.com/,OpenStreetMap,node/6389096486,Requires manual review
,Kimberly Klark Gallery,,-73.9039542,40.7037363,788 Woodward Avenue,https://kimberly-klark.com/,OpenStreetMap,node/5557068977,Requires manual review
,"Kinding Sindaw Heritage Foundation, Inc.",,-73.892577,40.748037,"37-30 73rd St., Jackson Heights, 11372",,NYC DCLA,dcla-row-1277,Requires manual review
,Kindred Arts,,-73.981247,40.750131,"244 Madison Ave, Ste 172, Ste 172, New York, 10016",,NYC DCLA,dcla-row-1278,Design-related name in DCLA New Media discipline
,King David Gallery,,-74.2211716,40.5494751,,,OpenStreetMap,node/10767181158,Requires manual review
,"King Manor Association of Long Island, Inc.",,-73.803607,40.702376,"150-03 Jamaica Avenue, Jamaica, 11432",,NYC DCLA,dcla-row-1279,Requires manual review
,King Manor Museum,,-73.803768,40.7031161,150-05 Jamaica Avenue,https://www.kingmanor.org/,OpenStreetMap,way/283167850,Design-related museum or gallery
,Kingdom Contracting,,-73.9060739,40.7052598,677 Woodward Avenue,https://kingdomcontracting.net/,OpenStreetMap,node/5927673303,Requires manual review
,Kings Bay Library,,-73.9411684,40.5948703,3650 Nostrand Avenue,https://www.bklynlibrary.org/locations/kings-bay,OpenStreetMap,way/249730311,Requires manual review
,"Kings Bay YM-YWHA, Inc.",,-73.94157,40.598817,"3495 Nostrand Ave, Brooklyn, 11229",,NYC DCLA,dcla-row-1280,Requires manual review
,Kings Country Distillery,,-73.9785745,40.6994185,,https://www.kingscountydistillery.com,OpenStreetMap,node/7711107024,Requires manual review
,Kings County Brewers Collective,,-73.9236202,40.7060306,381 Troutman Street,https://kcbcbeer.com/,OpenStreetMap,node/4837696323,Requires manual review
,"Kings County Shakespeare Company, Inc.",,-73.973221,40.685073,"138 South Oxford Street, #1C, Brooklyn, 11217",,NYC DCLA,dcla-row-1283,Requires manual review
,Kings Highway Library,,-73.9531079,40.6102451,2115 Ocean Avenue,https://www.bklynlibrary.org/locations/kings-highway,OpenStreetMap,way/249726742,Requires manual review
,Kings Highway Mall,,-73.9570641,40.6095223,1613 Kings Highway,,OpenStreetMap,node/2562969384,Requires manual review
,Kings Majestic Corporation,,-73.978661,40.686754,"10 Lafayette Ave., 4th Floor, Brooklyn, 11217",,NYC DCLA,dcla-row-1284,Requires manual review
,Kingsborough Community College,,-73.9351733,40.5784226,,https://www.kbcc.cuny.edu/,OpenStreetMap,way/510227834,Requires manual review
,Kingsborough Community College Auxiliary Enterprises Corp.,,-73.93535,40.577904,"Kingsborough Community College Auxiliary Enterprises, Brooklyn, 11235",,NYC DCLA,dcla-row-1281,Requires manual review
,"Kingsbridge Heights Community Center, Inc.",,-73.90033,40.877505,"3101 Kingsbridge Terrace, Bronx, 10463",,NYC DCLA,dcla-row-1282,Requires manual review
,Kingsbridge Library,,-73.9077054,40.8806993,291 West 231st Street,https://www.nypl.org/locations/kingsbridge,OpenStreetMap,way/276418310,Requires manual review
,Kingsland Homestead,,-73.8241605,40.7636236,143-35 37th Avenue,https://queenshistoricalsociety.org/visit/kingsland-homestead/,OpenStreetMap,way/284620987,Requires manual review
,Kips Bay Shoe Repair,,-73.9747224,40.7441178,,,OpenStreetMap,node/6445338455,Requires manual review
,Kismat Indian Restaurant,,-73.9370234,40.8552442,603 Fort Washington Avenue,https://kismatny.com/,OpenStreetMap,node/5415839909,Requires manual review
,Kitchen Bath Tile,,-74.1286855,40.638124,,,OpenStreetMap,node/12990558304,Requires manual review
,KJ Quick Shot Inc,,-73.9909123,40.6182076,6609 18th Avenue,,OpenStreetMap,node/5589228329,Requires manual review
,Kleinman Holocaust Education Center Inc,,-73.915358,40.607938,"5923 Strickland Avenue, Brooklyn, 11234",,NYC DCLA,dcla-row-1285,Requires manual review
,Klompching Gallery,,-73.9910512,40.703354,89 Water Street,https://www.klompching.com,OpenStreetMap,node/6719106991,Requires manual review
,KMC Orthopedic Shoes,,-73.857396,40.6925156,86-20 Jamaica Avenue,,OpenStreetMap,node/5397494179,Requires manual review
,Knapp Street Pizza,,-73.9336777,40.6000248,2157 Knapp Street,https://www.knappstreetbk.com,OpenStreetMap,node/5537012523,Requires manual review
,Knockdown center,,-73.9136706,40.7152788,52-19 Flushing Avenue,https://knockdown.center/,OpenStreetMap,node/4482025489,OpenStreetMap arts-centre tag
,Knowledge Project,,-74.005764,40.707671,"111 John Street, Suite 1070, New York, 10038",,NYC DCLA,dcla-row-1287,Requires manual review
,Ko Art Studio,,-73.9913645,40.6855972,180 Smith Street,https://www.koartstudiofoundation.com,OpenStreetMap,node/2549983053,OpenStreetMap arts-centre tag
,KODA Arts Inc.,,-73.954722,40.67742,"1062 Dean St Apt 3, Brooklyn, 11216",,NYC DCLA,dcla-row-1288,Requires manual review
,Korea Society,,-73.978145,40.754374,"350 Madison Avenue, 24th Floor, New York, 10017",,NYC DCLA,dcla-row-1294,Requires manual review
,Korean Art Forum,,-73.9213,40.86781,"616 W 207th St., New York City, 10034",,NYC DCLA,dcla-row-1290,Design-related name in DCLA Visual Arts discipline
,Korean Community Service of Metropolitan New York,,-73.786535,40.770539,"203-05 32nd Avenue, Bayside, 11361",,NYC DCLA,dcla-row-1291,Requires manual review
,Korean Cultural Center NY,,-73.9813353,40.7451459,122 East 32nd Street,https://www.koreanculture.org,OpenStreetMap,way/615618932,OpenStreetMap arts-centre tag
